,Run,Wealth,ex_ratio,height,init_agents,init_poll,max_age,max_init_sugar,max_metabolism,max_vision,min_age,width
479,757,5350.089214768301,6,50,500,8,60,5,3,10,30,50
480,636,5391.646788702326,4,50,500,7,60,5,3,10,30,50
481,901,5517.939560220664,1,50,500,10,60,5,3,10,30,50
482,563,5418.956378976035,7,50,500,6,60,5,3,10,30,50
483,523,5259.202196371723,3,50,500,6,60,5,3,10,30,50
484,504,5415.479432598588,1,50,500,6,60,5,3,10,30,50
485,402,5538.50063717619,1,50,500,5,60,5,3,10,30,50
486,661,5143.777262788973,7,50,500,7,60,5,3,10,30,50
487,59,5436.828985879641,6,50,500,1,60,5,3,10,30,50
488,726,5361.099863396137,3,50,500,8,60,5,3,10,30,50
489,567,5365.054056758008,7,50,500,6,60,5,3,10,30,50
490,395,5342.21491056202,10,50,500,4,60,5,3,10,30,50
491,656,5331.059875225697,6,50,500,7,60,5,3,10,30,50
492,174,5284.915322077597,8,50,500,2,60,5,3,10,30,50
493,764,5377.607869602354,7,50,500,8,60,5,3,10,30,50
494,301,5461.137045489923,1,50,500,4,60,5,3,10,30,50
495,869,5219.678286595109,7,50,500,9,60,5,3,10,30,50
496,549,5300.663707765773,5,50,500,6,60,5,3,10,30,50
497,315,5236.643361058046,2,50,500,4,60,5,3,10,30,50
498,829,5237.824932152208,3,50,500,9,60,5,3,10,30,50
499,893,5380.099067739298,10,50,500,9,60,5,3,10,30,50
500,155,5354.518081762663,6,50,500,2,60,5,3,10,30,50
501,439,5465.314574313529,4,50,500,5,60,5,3,10,30,50
502,558,5391.859801198073,6,50,500,6,60,5,3,10,30,50
503,137,5258.240302483129,4,50,500,2,60,5,3,10,30,50
504,231,5400.630173039488,4,50,500,3,60,5,3,10,30,50
505,296,5461.3548553296,10,50,500,3,60,5,3,10,30,50
506,628,5265.968317167927,3,50,500,7,60,5,3,10,30,50
507,325,5359.3968585978755,3,50,500,4,60,5,3,10,30,50
508,199,5341.036119277189,10,50,500,2,60,5,3,10,30,50
509,593,5423.864332046392,10,50,500,6,60,5,3,10,30,50
510,700,5391.994949616235,1,50,500,8,60,5,3,10,30,50
511,127,5362.225724531277,3,50,500,2,60,5,3,10,30,50
512,962,5388.921699080004,7,50,500,10,60,5,3,10,30,50
513,940,5401.381259625305,5,50,500,10,60,5,3,10,30,50
514,148,5231.125014906689,5,50,500,2,60,5,3,10,30,50
515,840,5355.534671140098,5,50,500,9,60,5,3,10,30,50
516,735,5301.2797498789205,4,50,500,8,60,5,3,10,30,50
517,162,5327.833038174534,7,50,500,2,60,5,3,10,30,50
518,925,5322.9918751739,3,50,500,10,60,5,3,10,30,50
519,499,5298.234818917303,10,50,500,5,60,5,3,10,30,50
520,965,5278.642225930178,7,50,500,10,60,5,3,10,30,50
521,386,5368.787156646306,9,50,500,4,60,5,3,10,30,50
522,36,5286.6548475873005,4,50,500,1,60,5,3,10,30,50
523,265,5394.65104458911,7,50,500,3,60,5,3,10,30,50
524,461,5514.848250654285,7,50,500,5,60,5,3,10,30,50
525,324,5267.739587071026,3,50,500,4,60,5,3,10,30,50
526,799,5437.387003465575,10,50,500,8,60,5,3,10,30,50
527,385,5301.646352356372,9,50,500,4,60,5,3,10,30,50
528,366,5286.554776845279,7,50,500,4,60,5,3,10,30,50
529,74,5299.321022830978,8,50,500,1,60,5,3,10,30,50
530,642,5332.030858637526,5,50,500,7,60,5,3,10,30,50
531,684,5444.799751221782,9,50,500,7,60,5,3,10,30,50
532,835,5306.1577077389165,4,50,500,9,60,5,3,10,30,50
533,440,5213.2555953773735,5,50,500,5,60,5,3,10,30,50
534,711,5342.402334121327,2,50,500,8,60,5,3,10,30,50
535,222,5245.352342494029,3,50,500,3,60,5,3,10,30,50
536,354,5321.600340994504,6,50,500,4,60,5,3,10,30,50
537,16,5431.9263208115335,2,50,500,1,60,5,3,10,30,50
538,475,5197.9073846235515,8,50,500,5,60,5,3,10,30,50
539,187,5379.105690916544,9,50,500,2,60,5,3,10,30,50
540,420,5240.665143548787,3,50,500,5,60,5,3,10,30,50
541,249,5376.98091338679,5,50,500,3,60,5,3,10,30,50
542,273,5295.7229169973725,8,50,500,3,60,5,3,10,30,50
543,485,5262.64139798746,9,50,500,5,60,5,3,10,30,50
544,455,5353.717777653288,6,50,500,5,60,5,3,10,30,50
545,333,5223.352417702993,4,50,500,4,60,5,3,10,30,50
546,722,5311.022963659452,3,50,500,8,60,5,3,10,30,50
547,88,5384.838397823741,9,50,500,1,60,5,3,10,30,50
548,399,5437.121969089592,10,50,500,4,60,5,3,10,30,50
549,823,5349.343858179837,3,50,500,9,60,5,3,10,30,50
550,43,5352.367180547378,5,50,500,1,60,5,3,10,30,50
551,246,5390.220360602985,5,50,500,3,60,5,3,10,30,50
552,503,5493.255750902015,1,50,500,6,60,5,3,10,30,50
553,634,5111.87361464158,4,50,500,7,60,5,3,10,30,50
554,319,5182.349782843742,2,50,500,4,60,5,3,10,30,50
555,617,5376.1019801979455,2,50,500,7,60,5,3,10,30,50
556,998,5303.863612536941,10,50,500,10,60,5,3,10,30,50
557,982,5385.956139388349,9,50,500,10,60,5,3,10,30,50
558,159,5212.226160931429,6,50,500,2,60,5,3,10,30,50
559,435,5291.253102998342,4,50,500,5,60,5,3,10,30,50
560,742,5339.392742530362,5,50,500,8,60,5,3,10,30,50
561,554,5429.005505075964,6,50,500,6,60,5,3,10,30,50
562,973,5250.693385957574,8,50,500,10,60,5,3,10,30,50
563,133,5280.680988089571,4,50,500,2,60,5,3,10,30,50
564,27,5223.245162618124,3,50,500,1,60,5,3,10,30,50
565,479,5312.3628520028,8,50,500,5,60,5,3,10,30,50
566,650,5277.037729266111,6,50,500,7,60,5,3,10,30,50
567,176,5374.110695309467,8,50,500,2,60,5,3,10,30,50
568,578,5357.509685600703,8,50,500,6,60,5,3,10,30,50
569,195,5282.328159881557,10,50,500,2,60,5,3,10,30,50
570,978,5225.185367751087,8,50,500,10,60,5,3,10,30,50
571,309,5423.194008036687,1,50,500,4,60,5,3,10,30,50
572,540,5381.735669860725,5,50,500,6,60,5,3,10,30,50
573,291,5275.562749524217,10,50,500,3,60,5,3,10,30,50
574,252,5281.676720212326,6,50,500,3,60,5,3,10,30,50
575,383,5372.440062841846,9,50,500,4,60,5,3,10,30,50
576,144,5240.1762899010555,5,50,500,2,60,5,3,10,30,50
577,629,5361.785993524978,3,50,500,7,60,5,3,10,30,50
578,731,5374.740819360489,4,50,500,8,60,5,3,10,30,50
579,882,5388.926988454947,9,50,500,9,60,5,3,10,30,50
580,3,5433.940608926804,1,50,500,1,60,5,3,10,30,50
581,936,5308.370464107887,4,50,500,10,60,5,3,10,30,50
582,513,5253.030433259074,2,50,500,6,60,5,3,10,30,50
583,269,5366.048259367604,7,50,500,3,60,5,3,10,30,50
584,861,5369.04383387972,7,50,500,9,60,5,3,10,30,50
585,328,5258.688000779603,3,50,500,4,60,5,3,10,30,50
586,411,5236.649988161778,2,50,500,5,60,5,3,10,30,50
587,795,5426.454201688379,10,50,500,8,60,5,3,10,30,50
588,389,5417.934961337611,9,50,500,4,60,5,3,10,30,50
589,362,5393.27648624551,7,50,500,4,60,5,3,10,30,50
590,129,5258.476684714613,3,50,500,2,60,5,3,10,30,50
591,955,5251.165434761663,6,50,500,10,60,5,3,10,30,50
592,646,5337.693994505879,5,50,500,7,60,5,3,10,30,50
593,680,5343.451821835883,9,50,500,7,60,5,3,10,30,50
594,903,5344.148216375066,1,50,500,10,60,5,3,10,30,50
595,574,5331.755826802467,8,50,500,6,60,5,3,10,30,50
596,119,5313.336152146837,2,50,500,2,60,5,3,10,30,50
597,444,5313.246019786136,5,50,500,5,60,5,3,10,30,50
598,783,5404.441289098558,9,50,500,8,60,5,3,10,30,50
599,379,5292.207151258018,8,50,500,4,60,5,3,10,30,50
600,599,5290.464758363634,10,50,500,6,60,5,3,10,30,50
601,281,5408.979686381758,9,50,500,3,60,5,3,10,30,50
602,585,5356.860222762065,9,50,500,6,60,5,3,10,30,50
603,606,5402.708366816711,1,50,500,7,60,5,3,10,30,50
604,347,5310.883748169745,5,50,500,4,60,5,3,10,30,50
605,372,5410.84522798561,8,50,500,4,60,5,3,10,30,50
606,277,5342.560656044431,8,50,500,3,60,5,3,10,30,50
607,481,5369.271318082092,9,50,500,5,60,5,3,10,30,50
608,451,5258.255103032901,6,50,500,5,60,5,3,10,30,50
609,803,5465.765103794066,1,50,500,9,60,5,3,10,30,50
610,669,5331.623746480678,7,50,500,7,60,5,3,10,30,50
611,51,5385.821784910987,6,50,500,1,60,5,3,10,30,50
612,201,5506.898733240995,1,50,500,3,60,5,3,10,30,50
613,666,5388.7196806206875,7,50,500,7,60,5,3,10,30,50
614,898,5290.975463389238,10,50,500,9,60,5,3,10,30,50
615,14,5351.779323474819,2,50,500,1,60,5,3,10,30,50
616,242,5398.733530967541,5,50,500,3,60,5,3,10,30,50
617,250,5296.234172823439,6,50,500,3,60,5,3,10,30,50
618,638,5377.080425410367,4,50,500,7,60,5,3,10,30,50
619,613,5258.103276634754,2,50,500,7,60,5,3,10,30,50
620,994,5508.850355942694,10,50,500,10,60,5,3,10,30,50
621,609,5565.25291829769,1,50,500,7,60,5,3,10,30,50
