,Run,Wealth,ex_mod,ex_ratio,height,inheritance_rule,init_agents,init_poll,max_age,max_init_sugar,max_metabolism,max_vision,min_age,poll_growth_rule,width
99,246,10.462777447747845,1.8888888888888888,9.0,50,True,500,2,60,5,3,10,30,False,50
100,230,10.652219253452813,3.6666666666666665,8.0,50,True,500,2,60,5,3,10,30,False,50
101,297,10.99327429626465,5.0,10.0,50,True,500,2,60,5,3,10,30,False,50
102,26,11.144659375000002,4.555555555555555,1.0,50,True,500,2,60,5,3,10,30,False,50
103,1,10.53012875,1.0,1.0,50,True,500,2,60,5,3,10,30,False,50
104,179,10.774204731055093,5.0,6.0,50,True,500,2,60,5,3,10,30,False,50
105,219,10.287284242336705,2.333333333333333,8.0,50,True,500,2,60,5,3,10,30,False,50
106,87,11.191880486111113,5.0,3.0,50,True,500,2,60,5,3,10,30,False,50
107,137,11.117543906397275,3.2222222222222223,5.0,50,True,500,2,60,5,3,10,30,False,50
108,66,11.058782170681852,1.8888888888888888,3.0,50,True,500,2,60,5,3,10,30,False,50
109,248,10.25369729386023,1.8888888888888888,9.0,50,True,500,2,60,5,3,10,30,False,50
110,187,10.911666839173774,1.8888888888888888,7.0,50,True,500,2,60,5,3,10,30,False,50
111,147,10.8800475,5.0,5.0,50,True,500,2,60,5,3,10,30,False,50
112,107,10.94504503560735,3.2222222222222223,4.0,50,True,500,2,60,5,3,10,30,False,50
113,134,11.000857199027642,2.7777777777777777,5.0,50,True,500,2,60,5,3,10,30,False,50
114,58,11.16336,5.0,2.0,50,True,500,2,60,5,3,10,30,False,50
115,39,10.893891805555555,2.333333333333333,2.0,50,True,500,2,60,5,3,10,30,False,50
116,121,9.929628124246113,1.0,5.0,50,True,500,2,60,5,3,10,30,False,50
117,215,10.587505895264917,1.4444444444444444,8.0,50,True,500,2,60,5,3,10,30,False,50
118,291,10.730433024868043,4.111111111111111,10.0,50,True,500,2,60,5,3,10,30,False,50
119,6,11.148692762345682,1.8888888888888888,1.0,50,True,500,2,60,5,3,10,30,False,50
120,72,10.532755525142921,2.7777777777777777,3.0,50,True,500,2,60,5,3,10,30,False,50
121,184,10.371091307378487,1.4444444444444444,7.0,50,True,500,2,60,5,3,10,30,False,50
122,270,10.140901167087327,1.0,10.0,50,True,500,2,60,5,3,10,30,False,50
123,119,10.83134875,5.0,4.0,50,True,500,2,60,5,3,10,30,False,50
124,175,10.91673012316921,4.555555555555555,6.0,50,True,500,2,60,5,3,10,30,False,50
125,188,10.785214803389094,1.8888888888888888,7.0,50,True,500,2,60,5,3,10,30,False,50
126,254,10.765312694647239,2.7777777777777777,9.0,50,True,500,2,60,5,3,10,30,False,50
127,287,10.756213148129541,3.2222222222222223,10.0,50,True,500,2,60,5,3,10,30,False,50
128,12,11.004537515432098,2.7777777777777777,1.0,50,True,500,2,60,5,3,10,30,False,50
129,191,10.611673387386027,2.333333333333333,7.0,50,True,500,2,60,5,3,10,30,False,50
130,190,10.872134332475293,2.333333333333333,7.0,50,True,500,2,60,5,3,10,30,False,50
131,168,10.899563005908249,3.6666666666666665,6.0,50,True,500,2,60,5,3,10,30,False,50
132,275,10.377146294161044,1.4444444444444444,10.0,50,True,500,2,60,5,3,10,30,False,50
133,296,10.505902212747841,4.555555555555555,10.0,50,True,500,2,60,5,3,10,30,False,50
134,16,11.16368125,3.2222222222222223,1.0,50,True,500,2,60,5,3,10,30,False,50
135,197,10.596069619782845,3.2222222222222223,7.0,50,True,500,2,60,5,3,10,30,False,50
